zip_code,owner_occupied,gross_area,total_value,bed_rms,full_bth,half_bth,kitchens,total_num_rooms,fireplaces,num_parking,floor_number,building_age,remodel_age,ac_type_rank,overall_condition_rank,heat_type_rank,land_use_description_rank,zipcode_4tier_rank,adjusted_tax
02129,1,2646.0,936400.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0,160.0,160.0,0,3,5,2,4,6859.3
02129,1,2116.0,785400.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,145.0,36.0,0,3,6,2,4,5110.72
02129,1,1625.0,872400.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,145.0,42.0,0,3,6,2,4,6118.179999999999
02129,0,3990.0,1362200.0,7.0,3.0,0.0,2.0,11.0,0.0,2.0,3.0,55.0,55.0,0,3,6,3,4,15774.28
02129,1,2016.0,1349800.0,3.0,2.0,1.0,1.0,8.0,0.0,0.0,2.0,150.0,8.0,0,4,6,2,4,11646.470000000001
02129,0,3272.0,1356800.0,4.0,2.0,1.0,2.0,8.0,0.0,2.0,3.0,32.0,32.0,0,3,6,3,4,15711.74
02129,1,2412.0,1386100.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,2.0,155.0,21.0,1,4,5,2,4,12066.82
02129,1,1512.0,986400.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,145.0,20.0,0,3,5,2,4,7438.3
02129,1,1632.0,1269300.0,4.0,2.0,0.0,1.0,7.0,2.0,0.0,2.5,145.0,17.0,1,4,5,2,4,10714.279999999999
02129,1,2268.0,1362100.0,3.0,2.0,0.0,1.0,8.0,1.0,0.0,4.0,156.0,4.0,1,4,5,2,4,11788.900000000001
02129,1,2124.0,1249200.0,3.0,2.0,0.0,1.0,7.0,0.0,0.0,3.0,156.0,6.0,1,4,5,2,4,10481.52
02129,1,1824.0,1404500.0,3.0,2.0,0.0,1.0,5.0,2.0,0.0,3.0,156.0,12.0,2,4,6,2,4,12279.900000000001
02129,1,2016.0,1199400.0,5.0,2.0,0.0,1.0,7.0,0.0,0.0,3.0,156.0,18.0,0,4,6,2,4,9904.84
02129,1,2127.0,1249800.0,3.0,2.0,0.0,1.0,7.0,0.0,0.0,2.0,150.0,8.0,1,4,5,2,4,10488.470000000001
02129,1,1905.0,1091300.0,4.0,2.0,1.0,1.0,7.0,0.0,0.0,2.0,155.0,4.0,1,3,6,2,4,8653.04
02129,1,2016.0,1032200.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,155.0,5.0,0,3,6,2,4,7968.660000000001
02129,1,1923.0,1084200.0,3.0,2.0,1.0,1.0,7.0,1.0,0.0,2.0,145.0,4.0,0,4,6,2,4,8570.82
02129,1,3094.0,1110600.0,3.0,3.0,0.0,2.0,10.0,0.0,0.0,3.0,135.0,22.0,0,3,6,3,4,8876.529999999999
02129,0,3212.0,1296800.0,3.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,135.0,5.0,1,4,2,4,4,15016.94
02129,1,1678.0,1173700.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,1.0,5.0,5.0,1,4,5,1,4,9607.23
02129,1,1826.0,1276400.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,1.0,5.0,5.0,1,4,5,1,4,10796.5
02129,0,1887.0,1202900.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,1.0,5.0,5.0,1,4,5,1,4,13929.58
02129,1,1960.0,1361300.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,2.0,5.0,5.0,1,4,5,1,4,11779.64
02129,1,1880.0,1322900.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,2.0,5.0,5.0,1,4,5,1,4,11334.970000000001
02129,0,1891.0,1241300.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,2.0,5.0,5.0,1,4,5,1,4,14374.25
02129,1,2046.0,1352200.0,3.0,3.0,0.0,1.0,6.0,0.0,2.0,3.0,5.0,5.0,1,4,5,1,4,11674.259999999998
02129,1,1379.0,1098000.0,3.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,126.0,5.0,1,4,5,1,4,8730.630000000001
02129,1,1430.0,1312200.0,3.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0,126.0,5.0,1,4,5,1,4,11211.060000000001
02129,1,1652.0,1467500.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,126.0,5.0,1,4,5,1,4,13009.440000000002
02129,1,1010.0,1047000.0,2.0,1.0,1.0,1.0,6.0,0.0,1.0,3.0,126.0,5.0,1,3,5,1,4,8140.05
02129,1,4784.0,1254600.0,3.0,3.0,0.0,3.0,11.0,0.0,0.0,2.5,150.0,150.0,0,4,6,4,4,10544.05
02129,1,1320.0,859100.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,140.0,12.0,1,4,5,2,4,5964.160000000001
02129,1,1595.0,1152900.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,155.0,12.0,1,4,5,2,4,9366.369999999999
02129,0,1665.0,1062000.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,155.0,29.0,1,3,5,2,4,12297.96
02129,0,1656.0,921100.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0,1.5,190.0,15.0,0,3,6,2,4,10666.34
02129,1,1242.0,887100.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,1.5,190.0,9.0,1,3,5,2,4,6288.400000000001
02129,0,1815.0,852500.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,1.5,145.0,23.0,1,3,6,2,4,9871.95
02129,0,1898.0,822600.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,145.0,145.0,0,2,6,2,4,9525.71
02129,0,1800.0,922400.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,1.5,60.0,17.0,0,4,5,2,4,10681.39
02129,1,719.0,546800.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,195.0,18.0,0,4,6,1,4,2347.7299999999996
02129,1,777.0,613500.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,195.0,18.0,1,4,6,1,4,3120.12
02129,1,938.0,794100.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,3.0,195.0,18.0,1,4,5,1,4,5211.46
02129,1,1261.0,958100.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,3.0,140.0,20.0,1,4,5,1,4,7110.580000000001
02129,0,2169.0,1313900.0,2.0,4.0,1.0,1.0,8.0,0.0,0.0,1.0,140.0,6.0,1,4,5,1,4,15214.96
02129,0,1354.0,894700.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,140.0,6.0,1,4,5,1,4,10360.63
02129,1,1495.0,1147000.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,3.0,140.0,8.0,1,4,5,1,4,9298.05
02129,1,2431.0,1079600.0,3.0,2.0,1.0,2.0,8.0,0.0,0.0,2.0,155.0,13.0,0,3,6,3,4,8517.55
02129,1,1975.0,1230400.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,2.0,145.0,5.0,1,3,5,1,4,10263.82
02129,0,1239.0,912400.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,145.0,5.0,1,3,5,1,4,10565.59
02129,0,1437.0,1035000.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,145.0,5.0,1,3,5,1,4,11985.3
02129,1,1090.0,928500.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,145.0,8.0,1,4,5,1,4,6767.820000000001
02129,1,1095.0,901900.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,145.0,8.0,1,4,5,1,4,6459.79
02129,1,1335.0,1128600.0,3.0,2.0,1.0,1.0,5.0,0.0,0.0,3.0,145.0,8.0,1,4,5,1,4,9084.970000000001
02129,1,985.0,797700.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,145.0,8.0,1,3,5,1,4,5253.150000000001
02129,0,1125.0,789800.0,3.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,145.0,35.0,1,3,5,1,4,9145.88
02129,0,1209.0,798500.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,145.0,35.0,1,3,5,1,4,9246.63
02129,1,753.0,504300.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,145.0,40.0,0,3,6,1,4,1855.58
02129,1,762.0,553600.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,145.0,40.0,0,3,6,1,4,2426.4700000000003
02129,0,773.0,582700.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,145.0,14.0,0,3,6,1,4,6747.67
02129,1,1160.0,806200.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,2.0,145.0,29.0,0,3,6,1,4,5351.580000000001
02129,1,785.0,651200.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,145.0,29.0,1,3,6,1,4,3556.6800000000003
02129,1,950.0,833500.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,145.0,29.0,1,3,5,1,4,5667.72
02129,1,1065.0,768600.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,145.0,3.0,0,3,6,1,4,4916.169999999999
02129,1,760.0,563500.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,145.0,38.0,0,3,6,1,4,2541.12
02129,0,890.0,662500.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,145.0,38.0,0,3,6,1,4,7671.75
02129,0,917.0,674000.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,145.0,29.0,0,3,6,1,4,7804.92
02129,1,910.0,656400.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,145.0,29.0,0,3,6,1,4,3616.8999999999996
02129,1,947.0,740000.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,145.0,7.0,1,3,6,1,4,4584.990000000001
02129,1,1493.0,866500.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,150.0,10.0,0,3,5,1,4,6049.86
02129,1,2165.0,1390400.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,150.0,7.0,0,3,5,1,4,12116.619999999999
02129,1,768.0,479700.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,126.0,38.0,0,3,6,1,4,1570.71
02129,1,809.0,598400.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,126.0,38.0,0,3,6,1,4,2945.26
02129,0,768.0,534000.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,126.0,38.0,0,3,6,1,4,6183.72
02129,0,481.0,371700.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,126.0,38.0,0,3,6,1,4,4304.29
02129,1,1154.0,829100.0,3.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,125.0,8.0,1,3,6,1,4,5616.759999999999
02129,1,580.0,554900.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,125.0,8.0,1,3,5,1,4,2441.5299999999997
02129,0,670.0,610600.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,135.0,28.0,0,3,6,1,4,7070.75
02129,0,998.0,692600.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,135.0,9.0,0,3,6,1,4,8020.31
02129,0,1152.0,795000.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,135.0,9.0,0,3,6,1,4,9206.1
02129,0,1143.0,803400.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,135.0,9.0,0,3,6,1,4,9303.37
02129,0,1135.0,774300.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,135.0,9.0,0,3,6,1,4,8966.39
02129,0,1010.0,778300.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,135.0,9.0,0,3,6,1,4,9012.71
02129,1,2623.0,1436900.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,160.0,7.0,1,3,5,1,4,12655.09
02129,1,1396.0,979000.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0,160.0,7.0,1,3,5,1,4,7352.61
02129,1,1389.0,1083800.0,3.0,2.0,0.0,1.0,6.0,1.0,1.0,3.0,160.0,7.0,1,3,5,1,4,8566.189999999999
02129,1,1656.0,1174600.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,160.0,7.0,2,3,4,1,4,9617.650000000001
02129,1,2352.0,1443300.0,3.0,2.0,0.0,1.0,5.0,0.0,2.0,3.0,10.0,10.0,1,4,5,2,4,12729.2
02129,1,1990.0,1080900.0,3.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,165.0,8.0,1,3,5,1,4,8532.61
02129,1,1122.0,937400.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,165.0,8.0,1,3,5,1,4,6870.88
02129,1,1137.0,893000.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,3.0,165.0,8.0,1,3,5,1,4,6356.7300000000005
02129,1,1051.0,755100.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,105.0,30.0,1,3,6,1,4,4759.839999999999
02129,0,1159.0,913400.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,105.0,30.0,1,3,5,1,4,10577.17
02129,0,1159.0,978900.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,3.0,105.0,30.0,1,3,5,1,4,11335.66
02129,1,915.0,541400.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,125.0,5.0,1,3,5,1,4,2285.2
02129,0,570.0,448300.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,125.0,41.0,1,3,5,1,4,5191.31
02129,0,560.0,502500.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,125.0,41.0,1,3,5,1,4,5818.95
02129,1,940.0,706800.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,4.0,125.0,8.0,1,3,5,1,4,4200.53
02129,0,965.0,742600.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,125.0,18.0,1,3,4,1,4,8599.31
02129,0,782.0,518200.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,140.0,40.0,0,3,6,1,4,6000.76
02129,1,901.0,571900.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,140.0,40.0,0,3,6,1,4,2638.3900000000003
02129,1,741.0,576300.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,140.0,40.0,0,3,6,1,4,2689.34
02129,1,564.0,523300.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,140.0,40.0,2,3,6,1,4,2075.6000000000004
02129,0,565.0,458700.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,140.0,40.0,0,3,6,1,4,5311.75
02129,1,738.0,613200.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,140.0,37.0,1,3,5,1,4,3116.6400000000003
02129,1,795.0,660700.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,140.0,37.0,1,3,5,1,4,3666.6899999999996
02129,1,859.0,691000.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,3.0,140.0,37.0,1,3,5,1,4,4017.5699999999997
02129,1,2080.0,1007800.0,3.0,1.0,0.0,1.0,6.0,1.0,0.0,2.0,155.0,155.0,0,3,6,2,4,7686.11
02129,1,2796.0,1382400.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,150.0,21.0,0,4,6,2,4,12023.98
02129,1,705.0,535900.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,55.0,55.0,0,4,6,1,4,2221.51
02129,1,848.0,682400.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,55.0,55.0,0,4,6,1,4,3917.9799999999996
02129,0,1914.0,739700.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,3.0,55.0,55.0,1,4,6,1,4,8565.73
02129,1,1215.0,868800.0,2.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,19.0,19.0,1,4,5,1,4,6076.490000000001
02129,1,1252.0,930100.0,3.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,19.0,19.0,1,4,5,1,4,6786.339999999999
02129,0,1322.0,1118000.0,3.0,2.0,0.0,1.0,5.0,1.0,2.0,3.0,19.0,5.0,1,4,5,1,4,12946.44
02129,0,755.0,518900.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,55.0,10.0,0,4,6,1,4,6008.86
02129,1,900.0,649800.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,55.0,55.0,2,4,6,1,4,3540.4700000000003
02129,1,987.0,692800.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,55.0,55.0,0,4,6,1,4,4038.41
02129,0,2520.0,918900.0,5.0,2.0,0.0,2.0,10.0,0.0,0.0,3.0,140.0,32.0,0,3,6,3,4,10640.86
02129,1,3088.0,1139800.0,2.0,2.0,0.0,2.0,6.0,1.0,1.0,2.0,165.0,165.0,0,3,6,3,4,9214.669999999998
02129,0,875.0,462600.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,140.0,44.0,0,3,6,1,4,5356.91
02129,0,1240.0,853800.0,2.0,1.0,0.0,1.0,5.0,1.0,2.0,2.0,140.0,9.0,0,3,6,1,4,9887.0
02129,1,3323.0,1207700.0,3.0,3.0,0.0,3.0,12.0,0.0,0.0,3.0,135.0,135.0,0,3,6,4,4,10000.95
02129,0,3498.0,1321900.0,5.0,2.0,0.0,2.0,12.0,0.0,0.0,3.0,140.0,140.0,0,3,5,3,4,15307.6
02129,1,3258.0,1122400.0,7.0,2.0,1.0,2.0,13.0,1.0,0.0,3.0,140.0,3.0,0,3,6,3,4,9013.18
02129,1,3888.0,1385100.0,4.0,3.0,0.0,3.0,12.0,0.0,0.0,3.0,155.0,24.0,0,3,6,4,4,12055.240000000002
02129,1,1697.0,962000.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,2.0,100.0,7.0,1,3,5,1,4,7155.749999999999
02129,1,869.0,688000.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,100.0,7.0,1,3,5,1,4,3982.83
02129,1,1238.0,793400.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,100.0,7.0,1,3,5,1,4,5203.36
02129,1,1300.0,905100.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,2.0,140.0,15.0,1,3,5,1,4,6496.839999999999
02129,1,772.0,653200.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,140.0,5.0,1,3,5,1,4,3579.84
02129,1,904.0,726000.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,3.0,170.0,15.0,1,3,5,1,4,4422.87
02129,1,1514.0,1005000.0,3.0,2.0,0.0,1.0,6.0,0.0,1.0,2.0,25.0,25.0,0,4,5,1,4,7653.69
02129,1,800.0,739300.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,25.0,25.0,1,4,5,1,4,4576.88
02129,1,900.0,824100.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,25.0,25.0,0,4,5,1,4,5558.86
02129,1,1518.0,1022300.0,2.0,2.0,1.0,1.0,6.0,1.0,0.0,2.0,140.0,140.0,1,4,5,1,4,7854.0199999999995
02129,1,1493.0,1066200.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,140.0,140.0,1,4,5,1,4,8362.380000000001
02129,1,1263.0,906600.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,126.0,29.0,1,3,6,1,4,6514.21
02129,1,1260.0,938500.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,1.0,126.0,29.0,1,3,6,1,4,6883.62
02129,1,1867.0,1241900.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,126.0,29.0,1,3,6,1,4,10396.990000000002
02129,1,1267.0,1037200.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,126.0,4.0,1,3,6,1,4,8026.56
02129,0,1267.0,908300.0,2.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,126.0,29.0,1,3,6,1,4,10518.11
02129,0,1219.0,780600.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,126.0,29.0,1,3,6,1,4,9039.35
02129,0,1329.0,999300.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,126.0,29.0,1,3,6,1,4,11571.89
02129,0,1300.0,1039500.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,126.0,7.0,1,3,5,1,4,12037.41
02129,0,1265.0,917500.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,126.0,29.0,1,3,6,1,4,10624.65
02129,1,979.0,870200.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,126.0,29.0,1,3,5,1,4,6092.7
02129,1,1443.0,1105300.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,126.0,29.0,1,3,6,1,4,8815.16
02129,1,1450.0,1014400.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,126.0,5.0,1,3,6,1,4,7762.54
02129,1,1187.0,926100.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,3.0,126.0,7.0,1,3,6,1,4,6740.0199999999995
02129,1,1575.0,1211700.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,126.0,29.0,1,3,6,1,4,10047.27
02129,1,1432.0,1180000.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,126.0,126.0,1,3,6,1,4,9680.189999999999
02129,1,1430.0,1074500.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0,3.0,126.0,7.0,1,3,6,1,4,8458.5
02129,1,1345.0,1079300.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,126.0,2.0,1,3,5,1,4,8514.080000000002
02129,1,1390.0,1055600.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,126.0,29.0,1,3,6,1,4,8239.630000000001
02129,1,1364.0,1077600.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,126.0,29.0,1,3,6,1,4,8494.39
02129,1,1231.0,1034800.0,2.0,2.0,0.0,1.0,5.0,1.0,2.0,4.0,126.0,29.0,1,3,6,1,4,7998.7699999999995
02129,0,2360.0,1446000.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,5.0,126.0,29.0,1,3,5,1,4,16744.68
02129,1,1723.0,1276400.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,126.0,29.0,1,3,5,1,4,10796.5
02129,1,1723.0,1253100.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,126.0,29.0,1,3,6,1,4,10526.68
02129,0,621.0,468600.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,155.0,37.0,0,3,6,1,4,5426.39
02129,0,715.0,520200.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,155.0,37.0,0,3,6,1,4,6023.92
02129,1,721.0,579600.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,155.0,37.0,0,3,6,1,4,2727.55
02129,1,2280.0,1362400.0,4.0,2.0,1.0,1.0,7.0,2.0,0.0,3.0,165.0,12.0,1,4,5,2,4,11792.380000000001
02129,1,2584.0,1467100.0,3.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,165.0,13.0,1,4,6,2,4,13004.8
02129,0,2280.0,908200.0,5.0,2.0,0.0,2.0,10.0,0.0,0.0,3.0,165.0,165.0,0,2,6,3,4,10516.96
02129,1,2280.0,1244600.0,4.0,2.0,0.0,1.0,7.0,0.0,0.0,3.0,168.0,2.0,1,4,6,2,4,10428.25
02129,1,2280.0,1490400.0,3.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,167.0,10.0,1,4,5,2,4,13274.620000000003
02129,1,2328.0,1087000.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,3.0,165.0,18.0,0,3,6,2,4,8603.25
02129,1,2676.0,1172700.0,4.0,2.0,0.0,1.0,8.0,0.0,0.0,3.0,165.0,13.0,0,3,5,2,4,9595.650000000001
02129,1,910.0,698100.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,120.0,42.0,0,3,6,1,4,4099.78
02129,1,740.0,476000.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,125.0,4.0,0,3,3,1,4,1527.87
02129,1,764.0,576700.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,125.0,41.0,0,3,3,1,4,2693.9700000000003
02129,1,3128.0,875200.0,3.0,2.0,0.0,2.0,8.0,0.0,0.0,3.0,135.0,135.0,0,2,6,3,4,6150.599999999999
02129,0,3398.0,1251300.0,4.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,165.0,3.0,1,3,5,4,4,14490.05
02129,1,2422.0,940000.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,1.5,125.0,125.0,0,3,6,2,4,6900.990000000001
02129,0,1596.0,1155300.0,3.0,2.0,0.0,1.0,7.0,1.0,1.0,2.0,165.0,10.0,1,4,5,2,4,13378.37
02129,1,1932.0,1038900.0,3.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,165.0,10.0,2,3,6,3,4,8046.249999999999
02129,1,1636.0,1253500.0,3.0,2.0,0.0,1.0,8.0,1.0,0.0,2.0,150.0,27.0,1,4,5,2,4,10531.32
02129,0,1596.0,971200.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,165.0,23.0,0,3,5,2,4,11246.5
02129,1,1660.0,806700.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,165.0,165.0,0,2,5,2,4,5357.37
02129,1,1596.0,871200.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,165.0,17.0,0,2,5,2,4,6104.28
02129,1,1596.0,1207700.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0,125.0,125.0,1,4,6,2,4,10000.95
02129,1,1687.0,1011600.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,136.0,136.0,0,3,5,2,4,7730.11
02129,1,1835.0,1213600.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0,2.0,165.0,12.0,1,3,5,2,4,10069.27
02129,1,1672.0,1067300.0,4.0,2.0,0.0,1.0,8.0,0.0,0.0,2.0,165.0,165.0,0,3,3,2,4,8375.119999999999
02129,1,1596.0,951900.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,165.0,165.0,0,3,6,2,4,7038.79
02129,0,1596.0,1046200.0,3.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,165.0,165.0,0,4,6,3,4,12115.0
02129,1,1596.0,1163500.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,165.0,19.0,1,3,6,2,4,9489.119999999999
02129,0,2544.0,1070600.0,4.0,3.0,1.0,3.0,15.0,0.0,0.0,3.0,125.0,28.0,0,3,6,4,4,12397.55
02129,1,1425.0,1086600.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,1.5,175.0,4.0,0,4,6,2,4,8598.61
02129,1,1954.0,1237000.0,3.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,135.0,4.0,0,4,6,2,4,10340.25
02129,1,1596.0,891100.0,2.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,175.0,4.0,0,3,6,2,4,6334.72
02129,1,1824.0,1111500.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.5,175.0,25.0,1,4,5,2,4,8886.96
02129,1,1463.0,1033200.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,150.0,5.0,2,3,6,2,4,7980.240000000001
