own_occ,gross_area,total_value,gross_tax,bed_rms,full_bth,hlf_bth,tt_rms,kitchens,fireplaces,num_parking,floor_number,building_age,remodel_age,ac_quality,overall_condition_ranking,heat_type_rank,property_rank,zipcode_rank
0,5771.0,1015900.0,11764.12,9.0,3.0,0.0,18.0,3.0,0.0,1.0,3.0,125.0,125.0,0,3,5,4,1
0,6593.0,1034100.0,11974.88,9.0,3.0,1.0,20.0,3.0,0.0,4.0,3.0,120.0,21.0,0,3,6,4,1
0,6981.0,1352700.0,15664.27,12.0,3.0,0.0,18.0,3.0,3.0,3.0,3.0,115.0,10.0,0,4,6,4,1
1,7292.0,1031500.0,11944.77,9.0,3.0,0.0,20.0,3.0,0.0,3.0,3.0,125.0,125.0,0,3,6,4,1
1,1636.0,559100.0,6474.37,2.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,10.0,10.0,1,3,5,2,1
1,1636.0,559100.0,6474.37,2.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,10.0,10.0,1,3,5,2,1
1,795.0,440900.0,5105.62,2.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,126.0,4.0,1,4,5,2,1
0,1197.0,520900.0,6032.02,3.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,3.0,1,4,5,2,1
1,815.0,443700.0,5138.04,2.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,126.0,4.0,1,4,5,2,1
1,1303.0,613600.0,7105.48,3.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,3.0,1,4,5,2,1
1,1087.0,578100.0,6694.39,2.0,2.0,1.0,5.0,1.0,0.0,1.0,2.0,126.0,4.0,1,4,5,2,1
1,1338.0,651600.0,7545.52,3.0,2.0,0.0,6.0,1.0,0.0,2.0,2.0,3.0,3.0,1,4,5,2,1
1,1225.0,631200.0,7309.29,2.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,126.0,4.0,1,4,5,2,1
0,1429.0,712900.0,8255.38,3.0,2.0,0.0,5.0,1.0,0.0,1.0,3.0,3.0,3.0,1,4,5,2,1
0,7467.0,937300.0,10853.93,6.0,2.0,0.0,14.0,2.0,4.0,4.0,2.0,225.0,18.0,1,3,5,1,1
1,6884.0,696600.0,8066.62,7.0,3.0,1.0,16.0,2.0,4.0,4.0,2.5,125.0,125.0,0,3,5,3,1
1,1960.0,514100.0,5953.27,4.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,41.0,41.0,0,3,6,1,1
1,4229.0,681800.0,7895.24,3.0,1.0,0.0,10.0,1.0,5.0,6.0,2.0,150.0,150.0,0,3,6,1,1
1,2648.0,675200.0,7818.81,3.0,2.0,0.0,7.0,1.0,1.0,4.0,2.0,126.0,7.0,0,4,6,1,1
1,2312.0,654500.0,7579.11,5.0,3.0,0.0,12.0,2.0,1.0,2.0,1.0,36.0,36.0,0,3,5,3,1
1,3531.0,708100.0,8199.79,6.0,2.0,0.0,12.0,2.0,0.0,2.0,2.0,125.0,125.0,0,3,6,3,1
1,3504.0,708000.0,8198.64,5.0,2.0,0.0,12.0,2.0,0.0,2.0,2.0,115.0,16.0,0,3,6,3,1
1,3558.0,657600.0,7615.0,5.0,2.0,0.0,12.0,2.0,0.0,0.0,2.0,125.0,14.0,0,3,6,3,1
1,5235.0,660000.0,7642.8,6.0,2.0,0.0,12.0,2.0,0.0,0.0,2.0,115.0,115.0,0,3,6,3,1
1,5925.0,856100.0,9913.63,8.0,2.0,0.0,14.0,2.0,2.0,0.0,2.0,125.0,8.0,0,3,6,3,1
0,2229.0,493300.0,5712.41,3.0,1.0,1.0,6.0,1.0,0.0,2.0,2.0,25.0,2.0,0,4,6,1,1
1,5364.0,572800.0,6633.02,9.0,3.0,0.0,18.0,3.0,0.0,5.0,3.0,36.0,3.0,2,3,3,4,1
1,5928.0,612000.0,7086.96,5.0,2.0,0.0,12.0,2.0,0.0,1.0,2.5,120.0,120.0,0,3,6,3,1
1,2502.0,402200.0,4657.47,3.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,37.0,37.0,0,3,5,1,1
1,5360.0,712500.0,8250.75,5.0,2.0,1.0,10.0,2.0,0.0,2.0,2.0,120.0,28.0,0,4,6,3,1
1,3905.0,597000.0,6913.26,5.0,1.0,1.0,9.0,1.0,0.0,3.0,2.0,120.0,27.0,0,3,6,1,1
1,3072.0,481900.0,5580.4,6.0,1.0,1.0,10.0,1.0,0.0,3.0,2.0,120.0,31.0,0,3,6,1,1
1,1175.0,499000.0,5778.42,3.0,2.0,0.0,5.0,1.0,0.0,1.0,3.0,120.0,6.0,0,3,5,2,1
1,1314.0,511600.0,5924.32,3.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,120.0,6.0,0,3,5,2,1
1,1068.0,431200.0,4993.29,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,120.0,6.0,0,3,5,2,1
1,4312.0,626600.0,7256.02,4.0,2.0,0.0,9.0,2.0,0.0,0.0,2.0,120.0,3.0,0,3,5,3,1
1,3736.0,591500.0,6849.57,6.0,2.0,1.0,10.0,2.0,0.0,0.0,2.0,120.0,32.0,0,3,6,3,1
1,5179.0,908400.0,10519.27,7.0,3.0,0.0,13.0,2.0,0.0,2.0,2.0,120.0,6.0,1,4,6,3,1
1,2778.0,387400.0,4486.09,4.0,1.0,0.0,8.0,1.0,0.0,0.0,2.0,95.0,95.0,0,3,6,1,1
0,2412.0,399400.0,4625.05,3.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,100.0,100.0,0,3,6,1,1
0,2739.0,533000.0,6172.14,5.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,115.0,115.0,0,3,6,1,1
1,3641.0,529300.0,6129.29,4.0,2.0,0.0,12.0,2.0,0.0,4.0,2.0,120.0,120.0,0,3,6,3,1
0,3503.0,554000.0,6415.32,6.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0,115.0,115.0,0,3,6,1,1
1,2826.0,407600.0,4720.0,4.0,1.0,1.0,7.0,1.0,0.0,5.0,1.5,120.0,28.0,0,3,5,1,1
1,4152.0,805100.0,9323.05,6.0,2.0,0.0,12.0,2.0,0.0,2.0,2.0,20.0,20.0,1,4,5,3,1
1,4022.0,566600.0,6561.22,4.0,1.0,0.0,9.0,1.0,0.0,4.0,2.5,105.0,105.0,0,3,6,1,1
1,4704.0,845800.0,9794.36,6.0,3.0,0.0,15.0,3.0,0.0,3.0,3.0,95.0,95.0,0,3,5,4,1
0,4555.0,787000.0,9113.46,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,23.0,0,3,6,4,1
0,4968.0,957300.0,11085.53,11.0,3.0,0.0,19.0,3.0,0.0,0.0,3.0,130.0,30.0,0,3,6,4,1
0,4768.0,1164400.0,13483.75,9.0,3.0,0.0,18.0,3.0,0.0,1.0,3.0,130.0,24.0,1,4,5,4,1
1,4639.0,970700.0,11240.7,6.0,3.0,0.0,18.0,3.0,0.0,2.0,3.0,130.0,24.0,0,3,5,4,1
1,4590.0,853300.0,9881.21,6.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,120.0,35.0,0,3,5,4,1
0,4611.0,1093200.0,12659.26,9.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,105.0,12.0,0,4,6,4,1
1,2152.0,510800.0,5915.06,2.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,125.0,39.0,0,3,6,1,1
1,4452.0,532900.0,6170.98,8.0,1.0,0.0,12.0,1.0,0.0,1.0,2.0,130.0,130.0,0,3,6,1,1
1,4054.0,500600.0,5796.94,7.0,2.0,1.0,9.0,1.0,0.0,0.0,2.0,130.0,41.0,0,3,5,1,1
1,4026.0,537300.0,6221.93,5.0,4.0,0.0,9.0,1.0,0.0,2.0,2.0,125.0,6.0,0,3,5,1,1
0,4942.0,892800.0,10338.62,4.0,3.0,0.0,8.0,3.0,0.0,1.0,2.0,126.0,10.0,0,3,6,4,1
0,4050.0,722600.0,8367.71,5.0,3.0,0.0,12.0,2.0,1.0,4.0,2.5,105.0,8.0,0,3,6,3,1
1,5879.0,726700.0,8415.18,8.0,2.0,0.0,12.0,2.0,1.0,6.0,2.0,125.0,25.0,0,3,6,3,1
1,5619.0,666100.0,7713.43,9.0,2.0,0.0,15.0,2.0,0.0,2.0,2.5,90.0,90.0,0,3,6,3,1
0,5591.0,554000.0,6415.32,7.0,2.0,0.0,14.0,2.0,0.0,0.0,2.5,90.0,90.0,0,3,6,3,1
1,5140.0,994400.0,11515.15,6.0,4.0,2.0,14.0,2.0,0.0,2.0,2.5,19.0,19.0,0,4,6,3,1
1,5880.0,680200.0,7876.71,8.0,2.0,1.0,14.0,2.0,0.0,0.0,2.5,105.0,105.0,0,3,6,3,1
1,5448.0,736800.0,8532.14,8.0,3.0,0.0,16.0,2.0,0.0,0.0,2.5,90.0,22.0,0,3,6,3,1
1,4920.0,761300.0,8815.85,7.0,2.0,1.0,18.0,2.0,0.0,2.0,2.0,105.0,13.0,0,3,6,3,1
1,4224.0,593000.0,6866.94,4.0,2.0,0.0,10.0,2.0,0.0,3.0,2.0,120.0,120.0,0,3,5,3,1
1,4383.0,561200.0,6498.69,4.0,3.0,0.0,11.0,2.0,1.0,0.0,2.5,115.0,115.0,0,3,6,3,1
0,4357.0,506100.0,5860.64,6.0,1.0,1.0,13.0,1.0,1.0,0.0,2.0,90.0,26.0,0,3,5,1,1
0,5944.0,603200.0,6985.06,5.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,130.0,130.0,0,3,6,1,1
1,4640.0,904900.0,10478.74,5.0,2.0,1.0,10.0,1.0,1.0,4.0,2.5,130.0,7.0,1,4,5,1,1
1,6504.0,1161400.0,13449.01,10.0,4.0,3.0,16.0,2.0,0.0,3.0,2.5,125.0,8.0,1,4,5,3,1
0,5224.0,767800.0,8891.12,9.0,3.0,0.0,17.0,2.0,0.0,2.0,2.5,125.0,125.0,0,3,6,3,1
1,5772.0,788100.0,9126.19,6.0,2.0,0.0,12.0,2.0,0.0,2.0,2.5,125.0,7.0,0,3,6,3,1
1,6118.0,871100.0,10087.33,5.0,2.0,0.0,12.0,2.0,4.0,4.0,2.5,110.0,20.0,0,4,5,3,1
0,5942.0,996400.0,11538.31,9.0,3.0,0.0,18.0,3.0,0.0,2.0,3.0,120.0,120.0,0,3,6,4,1
1,5966.0,968100.0,11210.59,9.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,120.0,120.0,0,3,6,4,1
0,6529.0,948500.0,10983.63,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,125.0,125.0,0,3,6,4,1
0,6567.0,940400.0,10889.83,9.0,3.0,1.0,18.0,3.0,0.0,0.0,3.0,120.0,120.0,0,3,6,4,1
1,6541.0,961700.0,11136.48,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,126.0,126.0,0,3,6,4,1
0,6714.0,969500.0,11226.81,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,130.0,130.0,0,3,6,4,1
1,4882.0,465900.0,5395.12,5.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,125.0,125.0,0,3,6,1,1
1,4133.0,586600.0,6792.82,6.0,2.0,0.0,14.0,2.0,0.0,4.0,2.0,125.0,125.0,0,3,6,3,1
0,6676.0,1106600.0,12814.43,11.0,3.0,0.0,20.0,3.0,0.0,2.0,3.0,120.0,120.0,0,3,5,4,1
0,6676.0,1058100.0,12252.8,11.0,3.0,0.0,20.0,3.0,0.0,0.0,3.0,120.0,120.0,0,3,6,4,1
1,1023.0,391600.0,4534.72,2.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,7.0,7.0,1,4,5,2,1
0,1005.0,428500.0,4962.03,2.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,7.0,7.0,1,4,5,2,1
1,1118.0,446300.0,5168.15,2.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,7.0,7.0,1,4,5,2,1
0,6676.0,1113900.0,12898.96,12.0,3.0,0.0,20.0,3.0,0.0,0.0,3.0,120.0,120.0,0,3,6,4,1
0,3423.0,672800.0,7791.02,6.0,2.0,0.0,10.0,2.0,0.0,4.0,2.0,120.0,14.0,0,3,6,3,1
0,4114.0,677400.0,7844.29,6.0,2.0,0.0,9.0,2.0,0.0,2.0,2.0,120.0,28.0,0,3,5,3,1
1,2256.0,418800.0,4849.7,3.0,1.0,0.0,8.0,1.0,0.0,1.0,1.5,80.0,80.0,0,3,5,1,1
1,6531.0,1062000.0,12297.96,9.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,105.0,105.0,0,3,6,4,1
1,6329.0,1093000.0,12656.94,9.0,3.0,0.0,18.0,3.0,0.0,9.0,3.0,120.0,40.0,0,3,5,4,1
0,6301.0,1122700.0,13000.87,9.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,120.0,120.0,0,3,6,4,1
1,6301.0,1150700.0,13325.1,9.0,3.0,0.0,18.0,3.0,0.0,7.0,3.0,120.0,120.0,0,3,6,4,1
0,6412.0,1122700.0,13000.87,9.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,120.0,120.0,0,3,6,4,1
1,6546.0,1146500.0,13276.47,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,120.0,120.0,0,3,6,4,1
1,6488.0,1122200.0,12995.07,9.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,120.0,120.0,0,3,6,4,1
1,6505.0,1144400.0,13252.15,9.0,3.0,0.0,18.0,3.0,0.0,3.0,3.0,120.0,7.0,0,3,6,4,1
0,6329.0,1095500.0,12685.89,9.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,99.0,99.0,0,3,6,4,1
0,3402.0,569300.0,6592.49,2.0,1.0,0.0,9.0,1.0,1.0,2.0,2.0,115.0,115.0,0,3,6,1,1
1,4043.0,560000.0,6484.8,4.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,120.0,120.0,0,3,6,1,1
0,3180.0,646500.0,7486.47,4.0,4.0,2.0,10.0,2.0,0.0,4.0,2.0,36.0,36.0,0,3,3,3,1
1,4470.0,489800.0,5671.88,4.0,2.0,0.0,9.0,1.0,1.0,1.0,2.0,120.0,120.0,0,3,6,1,1
0,5886.0,978800.0,11334.5,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,120.0,36.0,0,3,5,4,1
1,905.0,221600.0,2566.13,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,36.0,36.0,0,3,6,2,1
0,933.0,234700.0,2717.83,3.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,36.0,36.0,0,3,6,2,1
1,905.0,237800.0,2753.72,3.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,36.0,36.0,0,3,6,2,1
1,896.0,209100.0,2421.38,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,36.0,36.0,0,3,6,2,1
1,896.0,226900.0,2627.5,3.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,36.0,36.0,0,3,6,2,1
1,927.0,207100.0,2398.22,3.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,36.0,36.0,0,3,6,2,1
0,6688.0,1155100.0,13376.06,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,105.0,105.0,0,3,6,4,1
1,3683.0,578300.0,6696.71,5.0,1.0,2.0,8.0,1.0,1.0,3.0,2.5,115.0,115.0,0,3,6,1,1
1,3460.0,506700.0,5867.58,6.0,1.0,1.0,9.0,1.0,0.0,2.0,2.0,115.0,115.0,0,3,5,1,1
1,3552.0,529500.0,6131.61,5.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,135.0,47.0,0,3,5,1,1
1,3882.0,480600.0,5565.34,5.0,2.0,0.0,9.0,1.0,1.0,3.0,2.0,115.0,115.0,0,3,6,1,1
1,3909.0,748900.0,8672.26,6.0,1.0,1.0,10.0,1.0,0.0,4.0,2.0,105.0,7.0,1,4,5,1,1
1,3610.0,443700.0,5138.04,4.0,1.0,1.0,10.0,1.0,0.0,2.0,2.5,115.0,115.0,0,3,6,1,1
1,1599.0,329700.0,3817.92,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,34.0,34.0,1,3,3,2,1
0,1585.0,329500.0,3815.61,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,34.0,34.0,1,3,3,2,1
1,5395.0,816800.0,9458.54,4.0,3.0,2.0,7.0,1.0,0.0,3.0,2.0,125.0,8.0,0,4,6,1,1
1,3494.0,462800.0,5359.22,4.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,100.0,18.0,1,3,6,1,1
1,3735.0,459600.0,5322.16,5.0,1.0,1.0,10.0,1.0,1.0,6.0,2.0,115.0,115.0,0,3,6,1,1
1,3757.0,531800.0,6158.24,5.0,2.0,0.0,11.0,2.0,0.0,0.0,2.5,105.0,105.0,0,3,6,3,1
0,3789.0,905000.0,10479.9,7.0,3.0,0.0,9.0,3.0,0.0,0.0,2.5,100.0,12.0,0,4,6,4,1
1,2253.0,443900.0,5140.36,3.0,1.0,1.0,6.0,1.0,0.0,2.0,2.0,25.0,25.0,0,3,6,1,1
0,6783.0,1300500.0,15059.79,8.0,3.0,0.0,16.0,3.0,0.0,1.0,3.0,105.0,22.0,0,4,6,4,1
0,6537.0,1110800.0,12863.06,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,120.0,7.0,0,3,6,4,1
1,2954.0,579900.0,6715.24,4.0,1.0,0.0,7.0,1.0,0.0,2.0,1.5,125.0,125.0,0,3,3,1,1
1,6160.0,1326500.0,15360.87,12.0,3.0,0.0,20.0,3.0,0.0,0.0,3.0,120.0,10.0,0,4,6,4,1
0,6172.0,1047200.0,12126.58,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,120.0,41.0,0,3,6,4,1
0,6145.0,1023300.0,11849.81,9.0,3.0,0.0,18.0,3.0,0.0,2.0,3.0,120.0,120.0,0,3,6,4,1
1,5848.0,1069300.0,12382.49,9.0,3.0,0.0,18.0,3.0,0.0,3.0,3.0,120.0,28.0,0,3,6,4,1
1,6182.0,1246700.0,14436.78,9.0,3.0,1.0,18.0,3.0,0.0,3.0,3.0,120.0,16.0,1,3,5,4,1
0,6246.0,1243800.0,14403.2,9.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,130.0,13.0,0,4,6,4,1
1,3606.0,501300.0,5805.05,5.0,2.0,0.0,9.0,1.0,1.0,0.0,2.0,135.0,135.0,0,3,6,1,1
0,3534.0,610300.0,7067.27,5.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,125.0,13.0,0,3,3,1,1
1,3308.0,427800.0,4953.92,6.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,128.0,128.0,0,3,6,1,1
0,3378.0,424000.0,4909.92,4.0,2.0,0.0,8.0,1.0,0.0,1.0,2.0,126.0,126.0,0,3,6,1,1
1,2623.0,472000.0,5465.76,3.0,2.0,0.0,6.0,1.0,0.0,1.0,2.0,126.0,40.0,0,3,5,1,1
0,5908.0,1007300.0,11664.53,12.0,3.0,0.0,18.0,3.0,0.0,4.0,3.0,120.0,120.0,0,3,6,4,1
0,2851.0,401100.0,4644.74,5.0,1.0,1.0,10.0,1.0,0.0,2.0,2.0,125.0,125.0,0,3,6,1,1
1,6384.0,791700.0,9167.88,6.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,120.0,55.0,0,3,6,4,1
1,6468.0,818700.0,9480.54,6.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,120.0,55.0,0,3,6,4,1
0,9247.0,955000.0,11058.9,6.0,3.0,0.0,15.0,3.0,0.0,3.0,3.0,120.0,50.0,0,3,6,4,1
1,3561.0,555500.0,6432.69,6.0,2.0,0.0,10.0,2.0,0.0,0.0,2.0,125.0,125.0,0,3,3,3,1
0,6209.0,836900.0,9691.3,11.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,135.0,135.0,0,3,6,4,1
1,5353.0,799400.0,9257.05,8.0,3.0,0.0,14.0,3.0,0.0,2.0,2.5,140.0,140.0,0,3,6,4,1
0,4311.0,656200.0,7598.8,6.0,2.0,0.0,14.0,2.0,0.0,3.0,2.5,135.0,135.0,0,3,6,3,1
1,5738.0,984300.0,11398.19,9.0,3.0,0.0,18.0,3.0,0.0,2.0,3.0,120.0,50.0,0,3,6,4,1
1,5763.0,889300.0,10298.09,6.0,3.0,0.0,15.0,3.0,0.0,1.0,3.0,120.0,55.0,0,3,6,4,1
0,5556.0,1130300.0,13088.87,6.0,3.0,0.0,15.0,3.0,0.0,3.0,3.0,120.0,7.0,0,4,5,4,1
1,4150.0,835000.0,9669.3,6.0,2.0,0.0,12.0,2.0,0.0,0.0,2.0,135.0,25.0,0,3,6,3,1
0,5216.0,685300.0,7935.77,7.0,2.0,0.0,13.0,2.0,0.0,0.0,2.5,135.0,37.0,0,3,6,3,1
1,5839.0,682300.0,7901.03,6.0,2.0,1.0,15.0,2.0,0.0,4.0,2.0,135.0,17.0,0,3,6,3,1
1,2688.0,588000.0,6809.04,3.0,2.0,0.0,7.0,1.0,0.0,0.0,1.5,135.0,135.0,1,4,5,1,1
0,4701.0,581900.0,6738.4,6.0,3.0,0.0,12.0,2.0,0.0,0.0,2.0,125.0,2.0,0,3,6,3,1
1,3253.0,613400.0,7103.17,5.0,2.0,0.0,10.0,2.0,0.0,2.0,2.0,115.0,115.0,1,3,6,3,1
1,2119.0,413200.0,4784.85,3.0,1.0,0.0,7.0,1.0,0.0,1.0,2.0,115.0,115.0,0,3,6,1,1
0,5412.0,771600.0,8935.13,7.0,3.0,0.0,16.0,3.0,0.0,0.0,2.5,125.0,37.0,0,3,6,4,1
0,2574.0,415500.0,4811.49,3.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,125.0,45.0,0,3,5,1,1
0,2185.0,392400.0,4543.99,3.0,1.0,0.0,6.0,1.0,0.0,0.0,1.5,135.0,135.0,0,3,6,1,1
0,5472.0,794600.0,9201.47,6.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,120.0,50.0,0,3,5,4,1
0,4996.0,1079600.0,12501.77,6.0,3.0,0.0,15.0,3.0,3.0,2.0,3.0,125.0,13.0,0,4,5,4,1
1,5017.0,516000.0,5975.28,6.0,3.0,0.0,15.0,3.0,0.0,0.0,2.5,130.0,130.0,0,3,6,4,1
1,5032.0,1185100.0,13723.45,9.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,120.0,8.0,0,4,6,4,1
0,4908.0,914100.0,10585.28,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,29.0,0,3,6,4,1
1,5066.0,869700.0,10071.12,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,50.0,0,3,6,4,1
1,4937.0,974000.0,11278.92,9.0,3.0,0.0,15.0,3.0,0.0,1.0,3.0,120.0,55.0,0,3,5,4,1
0,5079.0,868900.0,10061.86,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,50.0,0,3,6,4,1
1,5118.0,954200.0,11049.63,9.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,35.0,0,3,6,4,1
0,1350.0,319400.0,3698.65,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,37.0,37.0,0,3,3,2,1
1,1350.0,319400.0,3698.66,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,37.0,37.0,0,3,3,2,1
1,1350.0,319400.0,3698.66,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,37.0,37.0,0,3,3,2,1
0,1350.0,347800.0,4027.52,3.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,37.0,17.0,0,3,3,2,1
1,3282.0,443000.0,5129.94,5.0,1.0,1.0,8.0,1.0,0.0,4.0,2.0,125.0,125.0,0,3,6,1,1
1,4780.0,677200.0,7841.97,8.0,2.0,0.0,14.0,2.0,0.0,3.0,2.0,120.0,120.0,0,3,5,3,1
0,3855.0,580200.0,6718.72,5.0,2.0,0.0,10.0,2.0,0.0,1.0,2.0,115.0,115.0,0,3,5,3,1
0,2838.0,544800.0,6308.78,3.0,3.0,0.0,6.0,1.0,1.0,2.0,2.0,100.0,20.0,0,3,6,1,1
0,2983.0,676000.0,7828.08,6.0,3.0,0.0,11.0,2.0,0.0,4.0,2.0,19.0,19.0,1,3,5,3,1
1,4668.0,579800.0,6714.08,6.0,2.0,0.0,12.0,2.0,0.0,0.0,2.5,110.0,110.0,0,3,6,3,1
0,4636.0,618700.0,7164.55,6.0,2.0,0.0,12.0,2.0,0.0,0.0,2.5,125.0,125.0,0,3,5,3,1
1,4862.0,758300.0,8781.11,7.0,2.0,0.0,12.0,2.0,0.0,0.0,2.5,115.0,115.0,0,4,5,3,1
1,3263.0,473900.0,5487.76,3.0,1.0,1.0,7.0,1.0,0.0,2.0,2.0,125.0,125.0,0,3,5,1,1
1,2426.0,429800.0,4977.08,3.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,125.0,125.0,0,3,5,1,1
1,3640.0,441000.0,5106.78,3.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,125.0,125.0,0,3,5,1,1
0,5208.0,884500.0,10242.51,6.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,115.0,26.0,0,3,6,4,1
1,4060.0,620800.0,7188.86,5.0,3.0,1.0,11.0,2.0,0.0,6.0,2.0,115.0,115.0,0,3,5,3,1
1,4568.0,565600.0,6549.64,3.0,2.0,1.0,12.0,2.0,0.0,0.0,2.0,125.0,125.0,0,3,6,3,1
0,3307.0,410500.0,4753.59,3.0,1.0,0.0,7.0,1.0,0.0,0.0,2.0,125.0,125.0,0,3,6,1,1
0,5090.0,969200.0,11223.34,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,115.0,17.0,0,3,6,4,1
1,5074.0,936200.0,10841.19,6.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,115.0,115.0,0,3,6,4,1
1,5229.0,906400.0,10496.11,6.0,3.0,0.0,18.0,3.0,0.0,6.0,3.0,100.0,100.0,0,3,6,4,1
1,1017.0,344600.0,3990.47,3.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,120.0,8.0,1,4,5,2,1
1,1017.0,363100.0,4204.7,3.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,120.0,8.0,1,4,5,2,1
0,1017.0,367500.0,4255.65,3.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,120.0,8.0,1,4,5,2,1
1,4882.0,983600.0,11390.08,6.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,125.0,125.0,0,3,6,4,1
1,997.0,379400.0,4393.46,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,120.0,6.0,1,3,5,2,1
1,997.0,364400.0,4219.76,3.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,120.0,6.0,1,3,5,2,1
1,997.0,374500.0,4336.71,3.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,120.0,6.0,1,3,5,2,1
1,5409.0,1024300.0,11861.39,9.0,3.0,0.0,15.0,3.0,0.0,2.0,3.0,85.0,50.0,1,3,6,4,1
0,5587.0,981500.0,11365.77,9.0,3.0,0.0,15.0,3.0,0.0,0.0,3.0,120.0,37.0,0,3,5,4,1
1,4044.0,637700.0,7384.56,6.0,3.0,0.0,10.0,2.0,0.0,0.0,2.0,125.0,125.0,0,3,6,3,1
1,6130.0,898100.0,10399.99,9.0,3.0,0.0,18.0,3.0,0.0,0.0,3.0,105.0,105.0,0,3,6,4,1
1,3634.0,677100.0,7840.81,5.0,3.0,0.0,8.0,1.0,0.0,2.0,2.0,115.0,4.0,1,4,5,1,1
