own_occ,gross_area,total_value,gross_tax,bed_rms,full_bth,hlf_bth,tt_rms,kitchens,fireplaces,num_parking,floor_number,building_age,remodel_age,ac_quality,overall_condition_ranking,heat_type_rank,property_rank,zipcode_rank
1,1225.0,709800.0,8219.48,2.0,2.0,0.0,4.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
1,1197.0,724300.0,8387.39,2.0,2.0,0.0,4.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,545.0,394600.0,4569.47,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
1,545.0,381800.0,4421.24,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
1,805.0,466400.0,5400.91,1.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
1,833.0,501300.0,5805.05,1.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,545.0,381800.0,4421.24,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,545.0,381600.0,4418.93,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,1285.0,695700.0,8056.21,2.0,2.0,0.0,4.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,1225.0,709300.0,8213.69,2.0,2.0,0.0,4.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,737.0,462400.0,5354.59,1.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0,58.0,29.0,1,3,6,2,2
0,546.0,380400.0,4405.03,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
1,847.0,479100.0,5547.97,1.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0,58.0,41.0,1,3,6,2,2
0,847.0,504900.0,5846.74,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,28.0,1,3,6,2,2
0,546.0,395300.0,4577.57,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,19.0,1,3,5,2,2
0,737.0,462800.0,5359.22,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,1317.0,803700.0,9306.84,2.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
0,1197.0,696900.0,8070.1,2.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,545.0,382400.0,4428.19,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
0,545.0,382400.0,4428.19,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
0,805.0,491300.0,5689.25,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,833.0,502000.0,5813.16,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,545.0,382400.0,4428.19,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,21.0,1,3,6,2,2
0,545.0,382300.0,4427.03,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,1197.0,696900.0,8070.1,2.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,1225.0,710000.0,8221.8,2.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
0,737.0,463100.0,5362.7,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,546.0,381100.0,4413.13,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,58.0,41.0,1,3,6,2,2
1,847.0,479800.0,5556.08,1.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,58.0,29.0,1,3,6,2,2
1,847.0,505600.0,5854.84,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,546.0,381900.0,4422.4,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,737.0,463500.0,5367.33,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,1225.0,742800.0,8601.62,2.0,2.0,0.0,4.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,1197.0,697500.0,8077.05,2.0,2.0,0.0,4.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,545.0,383100.0,4436.3,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,545.0,383100.0,4436.3,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,805.0,492000.0,5697.36,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,28.0,1,3,6,2,2
0,833.0,543800.0,6297.2,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,545.0,383100.0,4436.29,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,545.0,383000.0,4435.14,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,1197.0,697500.0,8077.05,2.0,2.0,0.0,4.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,1225.0,710700.0,8229.91,2.0,2.0,0.0,4.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,737.0,463800.0,5370.8,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,546.0,381800.0,4421.24,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
1,847.0,505600.0,5854.84,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,58.0,41.0,1,3,6,2,2
0,847.0,528200.0,6116.56,1.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,546.0,384100.0,4447.88,0.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,737.0,464200.0,5375.44,1.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,58.0,29.0,1,3,6,2,2
1,1225.0,711800.0,8242.64,2.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,1197.0,698200.0,8085.16,2.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
1,545.0,396600.0,4592.62,0.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,637.0,398600.0,4615.79,0.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,58.0,28.0,1,3,6,2,2
0,805.0,492700.0,5705.47,1.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,833.0,473100.0,5478.5,1.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,58.0,10.0,0,3,5,2,2
1,545.0,172600.0,1998.71,0.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,545.0,383700.0,4443.25,0.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,1197.0,698200.0,8085.16,2.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,1225.0,711300.0,8236.85,2.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,737.0,464500.0,5378.91,1.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
1,1393.0,815200.0,9440.01,2.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,58.0,41.0,1,3,6,2,2
0,847.0,557000.0,6450.06,1.0,1.0,0.0,3.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,546.0,410200.0,4750.12,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,737.0,464900.0,5383.54,1.0,1.0,0.0,3.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
1,1225.0,728900.0,8440.66,2.0,2.0,0.0,4.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,1197.0,727100.0,8419.82,2.0,2.0,0.0,4.0,1.0,0.0,0.0,14.0,58.0,4.0,1,3,6,2,2
0,545.0,384500.0,4452.51,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,28.0,1,3,6,2,2
0,545.0,384500.0,4452.51,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,805.0,493400.0,5713.57,1.0,1.0,0.0,3.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
1,833.0,504000.0,5836.32,1.0,1.0,0.0,3.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
1,545.0,419600.0,4858.96,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,545.0,385000.0,4458.3,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,40.0,1,3,6,2,2
0,803.0,503900.0,5835.16,1.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,8.0,1,3,6,2,2
1,1940.0,1193400.0,13819.57,3.0,2.0,0.0,7.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
1,498.0,369700.0,4281.12,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0,58.0,41.0,1,3,6,2,2
0,546.0,423800.0,4907.6,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,847.0,619700.0,7176.12,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,847.0,569600.0,6595.96,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,546.0,423900.0,4908.76,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,737.0,519500.0,6015.81,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,1225.0,802900.0,9297.58,2.0,2.0,0.0,4.0,1.0,0.0,0.0,15.0,58.0,28.0,1,3,6,2,2
1,1197.0,795400.0,9210.73,2.0,2.0,0.0,4.0,1.0,0.0,0.0,15.0,58.0,28.0,1,3,6,2,2
0,545.0,425100.0,4922.66,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,545.0,437900.0,5070.88,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,10.0,1,3,6,2,2
1,805.0,553000.0,6403.74,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,833.0,565700.0,6550.8,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,545.0,425100.0,4922.66,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,58.0,1,3,6,2,2
0,545.0,415500.0,4811.49,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,1197.0,787200.0,9115.78,2.0,2.0,0.0,4.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,1225.0,802400.0,9291.79,2.0,2.0,0.0,4.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
0,737.0,519800.0,6019.28,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,28.0,1,3,6,2,2
0,546.0,423800.0,4907.6,0.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,847.0,569600.0,6595.96,1.0,1.0,0.0,3.0,1.0,0.0,0.0,15.0,58.0,41.0,1,3,6,2,2
1,847.0,570300.0,6604.07,1.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,546.0,424600.0,4916.87,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,737.0,545700.0,6319.2,1.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,58.0,10.0,1,3,6,2,2
0,1225.0,763100.0,8836.7,2.0,2.0,0.0,4.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,1197.0,787900.0,9123.88,2.0,2.0,0.0,4.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,545.0,425700.0,4929.6,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,545.0,425700.0,4929.61,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,805.0,601600.0,6966.53,1.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,833.0,566300.0,6557.75,1.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,545.0,425700.0,4929.61,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,636.0,446900.0,5175.1,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,1285.0,915400.0,10600.33,2.0,2.0,0.0,4.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,1225.0,803400.0,9303.37,2.0,2.0,0.0,4.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,1283.0,846700.0,9804.78,2.0,2.0,0.0,7.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
0,847.0,570300.0,6604.07,1.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,58.0,41.0,1,3,6,2,2
1,847.0,465500.0,5390.49,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,546.0,353600.0,4094.69,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,737.0,427800.0,4953.92,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,1225.0,630200.0,7297.71,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,1197.0,643700.0,7454.04,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,545.0,354900.0,4109.74,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,545.0,369000.0,4273.02,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,805.0,436900.0,5059.3,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,28.0,1,3,6,2,2
0,785.0,465200.0,5387.02,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,545.0,354900.0,4109.74,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,636.0,365800.0,4235.96,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,1197.0,643700.0,7454.05,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,1225.0,655700.0,7593.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,828.0,507800.0,5880.32,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,546.0,361700.0,4188.49,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
0,847.0,515500.0,5969.49,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,58.0,41.0,1,3,6,2,2
1,847.0,488100.0,5652.19,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,14.0,1,3,6,2,2
0,546.0,327500.0,3792.45,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
0,737.0,428500.0,4962.03,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
1,1225.0,630900.0,7305.82,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
0,1197.0,675300.0,7819.97,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,58.0,29.0,1,3,6,2,2
0,545.0,355600.0,4117.85,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
0,545.0,369700.0,4281.13,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,58.0,23.0,1,3,6,2,2
1,805.0,502200.0,5815.47,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
1,879.0,519600.0,6016.96,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,7.0,1,3,6,2,2
0,545.0,390700.0,4524.31,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,7.0,7.0,1,3,6,2,2
0,545.0,355500.0,4116.69,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
1,1197.0,644400.0,7462.15,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
0,1225.0,656400.0,7601.11,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
0,737.0,465100.0,5385.86,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,29.0,1,3,6,2,2
1,546.0,354200.0,4101.63,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
1,847.0,494300.0,5723.99,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,58.0,41.0,1,3,6,2,2
1,847.0,466900.0,5406.7,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,546.0,355000.0,4110.9,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
1,737.0,429100.0,4968.97,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
1,1225.0,657600.0,7615.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
1,1197.0,645100.0,7470.25,2.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,545.0,356300.0,4125.95,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,637.0,367400.0,4254.49,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,805.0,454900.0,5267.74,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,785.0,448100.0,5189.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,545.0,356300.0,4125.95,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,545.0,337300.0,3905.93,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
1,1197.0,645100.0,7470.25,2.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,5,2,2
1,1225.0,750400.0,8689.63,2.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,737.0,448400.0,5192.47,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,546.0,354900.0,4109.74,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,847.0,466900.0,5406.7,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,58.0,41.0,1,3,6,2,2
0,847.0,517600.0,5993.81,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,29.0,1,3,6,2,2
1,546.0,355700.0,4119.01,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
0,737.0,448900.0,5198.26,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,1225.0,658300.0,7623.11,2.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,1197.0,721300.0,8352.65,2.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
0,545.0,371000.0,4296.18,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,28.0,1,3,6,2,2
0,545.0,356900.0,4132.9,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,805.0,455600.0,5275.84,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,785.0,448800.0,5197.1,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,545.0,356900.0,4132.9,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
1,545.0,370900.0,4295.02,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,28.0,1,3,6,2,2
0,1197.0,713100.0,8257.7,2.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,58.0,23.0,1,3,6,2,2
1,1225.0,626700.0,7257.18,2.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
0,737.0,449100.0,5200.58,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,29.0,1,3,6,2,2
1,546.0,355600.0,4117.84,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
0,547.0,384000.0,4446.72,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,58.0,41.0,1,3,6,2,2
0,847.0,490100.0,5675.36,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,546.0,383600.0,4442.09,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,737.0,449500.0,5205.21,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,28.0,1,3,6,2,2
0,1225.0,690600.0,7997.15,2.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,1197.0,677400.0,7844.29,2.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,545.0,371700.0,4304.29,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,545.0,371700.0,4304.29,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
1,805.0,477100.0,5524.81,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,785.0,469800.0,5440.28,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,545.0,371700.0,4304.29,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,545.0,371600.0,4303.13,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,1197.0,677400.0,7844.29,2.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
1,1225.0,706600.0,8182.42,2.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,737.0,504300.0,5839.79,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
0,546.0,390500.0,4521.99,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
1,847.0,501500.0,5807.37,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,58.0,41.0,1,3,6,2,2
1,847.0,522100.0,6045.91,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,546.0,413600.0,4789.48,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,737.0,460100.0,5327.96,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,1317.0,684300.0,7924.19,2.0,2.0,0.0,4.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,1197.0,769600.0,8911.96,2.0,2.0,0.0,4.0,1.0,0.0,0.0,7.0,58.0,28.0,1,3,6,2,2
0,545.0,379700.0,4396.93,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,545.0,379700.0,4396.93,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,805.0,509400.0,5898.85,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,21.0,1,3,6,2,2
0,785.0,528000.0,6114.24,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,637.0,434200.0,5028.04,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,18.0,1,3,6,2,2
0,545.0,379600.0,4395.77,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,1197.0,694100.0,8037.67,2.0,2.0,0.0,4.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,1225.0,707200.0,8189.38,2.0,2.0,0.0,4.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,737.0,479400.0,5551.45,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
0,546.0,378400.0,4381.87,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,847.0,502200.0,5815.47,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,58.0,41.0,1,3,6,2,2
1,847.0,524800.0,6077.18,1.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,58.0,29.0,1,3,6,2,2
0,546.0,379200.0,4391.14,0.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,58.0,41.0,1,3,6,2,2
0,737.0,479900.0,5557.24,1.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,58.0,29.0,1,3,6,2,2
1,1225.0,708400.0,8203.27,2.0,2.0,0.0,4.0,1.0,0.0,0.0,8.0,58.0,41.0,1,3,6,2,2
1,1197.0,694800.0,8045.78,2.0,2.0,0.0,4.0,1.0,0.0,0.0,8.0,58.0,41.0,1,3,6,2,2
0,545.0,380400.0,4405.03,0.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,58.0,41.0,1,3,6,2,2
